"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"No 2695 Mukim 6 Pongsu Seribu  13200 Kepala Batas Pulau Pinang","","","5.49866","P/PJB WT 047/2021","100.45306","http://maps.google.com/?q=5.49866 ,100.45306","Pusat Jagaan Darul Hanan Pulau Pinang","","26","0194112884","2026-05-07T15:25:38.424Z","08.12.2021 - 07.12.2026"
"No. 5, Persiaran Tasek Timur 2, Taman Medan Bercham  dan Lot 156363 PT82715,  31400 Ipoh 31400 Ipoh Perak","","","","A/PJB WT 067/2024","","http://maps.google.com/?q= 4.6295677, 101.1209516 ","Pusat Jagaan Emas Ipoh","","26","012-5918439, 012-5626046","2026-05-07T15:25:38.424Z","20.12.2024 - 19.12.2029"
"No.5A, Jalan 28, Kampung Cheras Baru, 56100  WP Kuala Lumpur","","","3.10885","W/PJB WT 008/2021","101.74557","http://maps.google.com/?q=3.10885 ,101.74557","Pusat Jagaan En Yuan PLT","","26","03-42883001","2026-05-07T15:25:38.425Z","13.12.2021 - 12.12.2026"
"No 8  Jalan Rimba Aman 1 Taman Rimba Aman 28400  Pahang","Shianglih17@gmail.com","","3.4844654","C/PJBWE011/2024","102.3280054","http://maps.google.com/?q=3.4844654 ,102.3280054","Pusat Jagaan Fortune Senior Care Centre","","26","014-3639119","2026-05-07T15:25:38.425Z","17.09.2024 - 16.09.2029"
"756, JALAN NILAM 2, TAMAN DELIMA,   08000 SUNGAI PETANI Kedah","","","6.2918247","K/PJB WE002/2026","100.4508963","http://maps.google.com/?q=6.2918247,100.4508963","PUSAT JAGAAN GEMILANG","","26","011-20836564","2026-05-07T15:25:38.499Z","22.01.2026 - 21.01.2031"
"No. 2, Jalan Lapangan Siber 12,  Taman Lapangan Siber, 31350 Ipoh  31350 Ipoh Perak","","","4.5973657","A/PJH WT 002/2025","100.5727781","http://maps.google.com/?q=4.5973657, 100.5727781","Pusat Jagaan Harian Chan","","26","018-5766191","2026-05-07T15:25:38.499Z","09.01.2025 - 08.01.2030"
"56, Jalan Lang, Padang Tembak, Ipoh,  30000  Perak","oileng3613@gmail.com","","4.5956305","A/PJH WT 011/2020","101.090987","http://maps.google.com/?q=4.5956305 ,101.090987","Pusat Jagaan Harian Pertubuhan Dimensia Perak","","26","013-5201220, 05-5060806","2026-05-07T15:25:38.499Z","27.07.2020 - 26.07.2025"
"NO 1245 JALAN BUKIT BLOSSOM 10 TAMAN BUKIT BLOSSOM  70100 Seremban Negeri Sembilan","","","2.6938711","N/PJB WT 29/2023","101.9466358","http://maps.google.com/?q=2.6938711 ,101.9466358","PUSAT JAGAAN HARMONI SEREMBAN","","26","012-6727688","2026-05-07T15:25:38.499Z","29.12.2023 - 28.12.2028"
"85-4, Jalan Hj. Basir, Off Jalan Kluang,  83000  Johor","","","1.848236","J/PJB WT 051/2021","102.940616","http://maps.google.com/?q=1.848236 ,102.940616","PUSAT JAGAAN HEALTH LIFE OLD FOLKS HOME","","27","07-4352388","2026-05-07T15:25:47.267Z","28.11.2021 - 27.11.2026"
"BLOK A & BLOK B PONDOK HIDAYAH, BATU 30 PANYIT  18500  Kelantan","","","5.7128778","D/PJB WE 002/2021","102.2166773","http://maps.google.com/?q=5.7128778 ,102.2166773","PUSAT JAGAAN HIDAYAH II","","27","0139277102","2026-05-07T15:25:47.267Z","17.03.2021 - 16.03.2026"
"No 648 & 650, Jalan Pasir Puteh,  31650 Ipoh, Perak  31650  Perak","","","4.5691189","A/PJB WT 033/2024","101.077499","http://maps.google.com/?q=4.5691189 ,101.077499","Pusat Jagaan Hong Eng","","27","012-5800340, 017-6202982","2026-05-07T15:25:47.268Z","04.06.2024 - 03.06.2029"
"NO 3, LORONG 3, JALAN KEMUNCAK 2, TAMAN NONG CHIK, JOHOR BAHRU   80100  Johor","","","1.4716600627262344","J/PJBWT056/2024","103.74022698111929","http://maps.google.com/?q=1.4716600627262344, 103.74022698111929","PUSAT JAGAAN IMPIAN SYIMAH","","27","0137507134","2026-05-07T15:25:47.268Z","03.12.2024 - 02.12.2029"
"LOT 1818,NO.7 JALAN KEMAMAN,KAMPUNG TAROM 80100 JOHOR BAHRU, JOHOR  80100  Johor","","","1.471426","J/PJB WT 030/2020","103.747467","http://maps.google.com/?q=1.471426 ,103.747467","PUSAT JAGAAN IMPIAN SYIMAH ( CAWANGAN)","","27","0137507134","2026-05-07T15:25:47.268Z","12.10.2020 - 11.10.2025"
"No. 27, Jalan Pasir Puteh, Taman Shatin,  Ipoh,  31650  Perak","","","4.5597459","A/PJH WT 015/2022","101.0736462","http://maps.google.com/?q=4.5597459 ,101.0736462","Pusat Jagaan Indah Harapan","","27","016-5570036","2026-05-07T15:25:47.268Z","11.04.2022 - 10.04.2027"
"Lot 1043 Jalan Pusaka,Kg Chokro Bt.7 86200 Simpang Renggam, Kluang Johor  86200  Johor","","","1.479018","J/PJB WT 014/2025","103.632727","http://maps.google.com/?q=1.479018 ,103.632727","PUSAT JAGAAN INSAN EMAS NUR HIDAYAH","","27","0196820513","2026-05-07T15:25:47.268Z","22.01.2025 - 21.01.2030"
"FR 214024576, KG. SENDIL, PETAGAS, JALAN PUTATAN,   88200  Sabah","","","5.9067372","S/PJBWT/001-2023","115.9861677","http://maps.google.com/?q=5.9067372 ,115.9861677","PUSAT JAGAAN KANAAN NURSING HOME","","27","0198811030","2026-05-07T15:25:47.268Z","03.01.2023 - 02.01.2028"
"NO. 51, JALAN 4/3, TAMAN MAS FASA 1, BATU 9, 43200 CHERAS, SELANGOR    43200  Selangor","","","3.0702031","B/PJB WT 006/2024","101.7698111","http://maps.google.com/?q=3.0702031,	 ,101.7698111,","PUSAT JAGAAN KASEH SAYANG","","27","012-3281811","2026-05-07T15:25:47.269Z","30.04.2024 - 29.04.2029"
"NO. 51, LORONG CP 1/4, TAMAN CHERAS PERDANA, 43200 BATU 9, CHERAS, SELANGOR    43200  Selangor","","","3.0492896","B/PJB WT 005/2024","101.7669214","http://maps.google.com/?q=3.0492896,	 ,101.7669214","PUSAT JAGAAN KASIH ANUGERAH","","27","012-2833034","2026-05-07T15:25:47.269Z","01.04.2024 - 31.03.2029"
"NO. 1A, JALAN SUKA  KG MELAYU  MAJIDEE   81100  JOHOR BAHRU Johor","","","1.5121896753711301","J/PJB WT 020/2024","103.74457488289423","http://maps.google.com/?q=1.5121896753711301, 103.74457488289423","Pusat Jagaan Kasih Rohani","","28","01111241799","2026-05-07T15:25:50.598Z","03.03.2024 - 02.03.2029"
"16, TAMAN KS MANTIN  71700 Seremban Negeri Sembilan","","","2.83732","N/PJB WT 07/2022","101.90823","http://maps.google.com/?q=2.83732 ,101.90823","PUSAT JAGAAN KEBAJIKAN WARGA EMAS CHARIS","","28","0173238381/06-7586126","2026-05-07T15:25:50.598Z","26.04.2022 - 25.04.2027"
"No.2, Lot 42, Jalan Rodway   93000  Sarawak","","","","Q/PJB WT/002/2019","","http://maps.google.com/?q=AX ,XX","Pusat Jagaan Kenneth Care Home (Rodway) PLT","","28","016-3314493","2026-05-07T15:25:50.598Z","08.02.2019 - 07.02.2024"
"No. 22, Jalan Batu Bungkal Off Jalan Kampar,  Taman Victoria,  Ipoh 30250  Perak","","","4.5793203","A/PJB WT 048/2022","101.0918472","http://maps.google.com/?q=4.5793203 ,101.0918472","Pusat Jagaan Khang Foo","","28","05-2412745, 019-5114882, 019-5533906","2026-05-07T15:25:50.598Z","04.12.2022 - 03.12.2027"
"30 Jalan Teratai 38, Taman Johor Jaya, 81100 Johor Bahru, Johor   81100 Johor Bahru Johor","","","1.576159856184217","J/PJBWE025/2026","103.81222755433447","http://maps.google.com/?q=1.576159856184217, 103.81222755433447","Pusat Jagaan Kindhara Sdn Bhd","","28","011-72499508","2026-05-07T15:25:50.600Z","11.03.2026 - 10.03.2031"
"NO.A1366 LORONG KUBANG BUAYA 5 KUBANG BUAYA 25250 KUANTAN Pahang","","","3.8242328309346507","C/PJBWE007/2026","103.34017684447454","http://maps.google.com/?q=3.8242328309346507, 103.34017684447454","PUSAT JAGAAN KUANTAN CARE HOME FOR THE AGED","","28","0199866008","2026-05-07T15:25:50.600Z","11.02.2026 - 10.02.2031"
"NO. A2400 LORONG KUBANG BUAYA 5 KUBANG BUAYA 25250  Pahang","","","3.8186200316602137","C/PJBWE004/2026","103.34175468189312","http://maps.google.com/?q=3.8186200316602137, 103.34175468189312","PUSAT JAGAAN KUANTAN CARE HOME FOR THE AGED (CAWANGAN)","","28","0199866008","2026-05-07T15:25:50.601Z","28.01.2026 - 27.01.2031"
"No. 12, Taman Samudera Jaya, Batu 3, Tanjung Gading, Tangkak  84000  Johor","","","2.0745776","J/PJB WT 041/2021","102.53799","http://maps.google.com/?q=2.0745776 ,102.53799","PUSAT JAGAAN LAMAN KASIH AYDEN","","28","010-5359914","2026-05-07T15:25:50.601Z","15.08.2021 - 14.08.2026"
"No. 12, Taman Samudera Jaya, Batu 3, Tanjung Gading, Tangkak , Johor   84000 Tangkak Johor","","","2.1111209721989566","J/PJB WT 041/2021","102.53207211497782","http://maps.google.com/?q=2.1111209721989566, 102.53207211497782","Pusat Jagaan Laman Kasih Ayden","","28","010-5359914","2026-05-07T15:25:50.601Z","15.08.2021 - 14.08.2026"
"1526-H JALAN IBRAHIM, BUKIT BESAR,    21100 KUALA TERENGGANU Terengganu","","","5.3076685","T/PJ H WE 003/2025","103.142143","http://maps.google.com/?q=5.3076685,103.142143","PUSAT JAGAAN LAMAN KASIH BUDI","","28","013-6865715","2026-05-07T15:25:50.601Z","03.03.2025 - 02.03.2030"
"No. 72, Jalan Muzaffar Shah,  Taiping,  34000  Perak","","","4.8562968","A/PJB WT 026/2022","100.7304997","http://maps.google.com/?q=4.8562968 ,100.7304997","Pusat Jagaan LC","","29","012-5073505, 011-10561474, 011-10561469","2026-05-07T15:25:55.003Z","13.06.2022 - 12.06.2027"
"NO. 1 & 1A, LORONG BALAU,    86000  Johor","","","2.028261751084726","J/PJBWT022/2025","103.32774989061997","http://maps.google.com/?q=2.028261751084726, 103.32774989061997","PUSAT JAGAAN LER LIN","","29","0127641819","2026-05-07T15:25:55.003Z","23.01.2025 - 22.01.2030"
"NO. 8, JALAN S7, TAMAN SAKAP, 43000 KAJANG, SELANGOR    43000  Selangor","","","2.9901637","B/PJB WT 022/2023","101.8123588","http://maps.google.com/?q=2.9901637,	 ,101.8123588","PUSAT JAGAAN LOVE & CARE KAJANG 2","","29","03-873338075","2026-05-07T15:25:55.003Z","30.11.2023 - 29.11.2028"
"NO. 1, JALAN S 8, TAMAN SAKAP 43000 KAJANG, SELANGOR   43000  Selangor","","","2.9912464","B/PJBWT 005/2023","101.813929","http://maps.google.com/?q=2.9912464	 ,101.813929","PUSAT JAGAAN LOVE AND CARE KAJANG","","29","03-87338075/012-6138221","2026-05-07T15:25:55.003Z","10.04.2023 - 09.04.2028"
"No. 375, Jalan Tiong,  Off Jalan Badlishah, Sungai Petani 08000  Kedah","","","5.6496885","K/PJB WT 07/2024","100.4904045","http://maps.google.com/?q=5.6496885 ,100.4904045","Pusat Jagaan Loving Care Home","","29","012-2325458","2026-05-07T15:25:55.003Z","16.05.2024 - 15.05.2029"
"E-717 LORONG SERI TERUNTUM 95 JALAN KAMPUNG TENGAH 25150 Kuantan Pahang","","","3.803826984609676","C/PJBWE028/2025","103.3175129818869","http://maps.google.com/?q=3.803826984609676, 103.3175129818869","PUSAT JAGAAN LUCKY CARE HOME","","29","0139217494/0182202218","2026-05-07T15:25:55.004Z","30.09.2030 - 29.09.2030"
"P25/P26 JALAN DESA DAMAI 34 TAMAN DESA DAMAI 28700 BENTONG Pahang","","","3.637528115775103","C/PJBWE003/2026","101.89397102299978","http://maps.google.com/?q=3.637528115775103, 101.89397102299978","PUSAT JAGAAN LUTHERAN CARE HOME","","29","010-2962932","2026-05-07T15:25:55.004Z","28.01.2026 - 27.01.2031"
"C 374, Taman Putra, Sin Hoe Garden, Bukit Baru, Melaka   75150   Melaka","mahligaikasihjuju@gmail.com","","","M/PJB WT 005 / 2023","","http://maps.google.com/?q= 2.2203639	 ,102.264247","Pusat Jagaan Mahligai Kasih Juju Sdn. Bhd.","","29","018-3714559/012-2370093","2026-05-07T15:25:55.099Z","20.03.2023 - 19.03.2028"
"No. 25, Jalan Duku 2, Taman Rumpun Bahagia, Melaka   75300   Melaka","mahligaikasihjuju@gmail.com","","2.2233501","M/PJB WT 003 / 2023","102.2442206","http://maps.google.com/?q=2.2233501 ,102.2442206","Pusat Jagaan Mahligai Kasih Juju Sdn. Bhd.","","29","018-3714559/012-2370093","2026-05-07T15:25:55.100Z","20.02.2023 - 19.02.2028"
"NO. 205-3 & 205-4, JALAN ISMAIL   84000  Johor","","","2.067877556767077","J/PJBWT021/2025","102.56925868439716","http://maps.google.com/?q=2.067877556767077, 102.56925868439716","PUSAT JAGAAN MAK SWEE (CAWANGAN 1)","","29","0166383727","2026-05-07T15:25:55.100Z","22.01.2025 - 21.01.2030"
"No. 723, Jalan Dato' Hj. Megat Khas, Kg. Simee,  Ipoh,  31400  Perak","indichew@gmail.com","","4.615428","A/PJB WT 015/2019","101.1032133","http://maps.google.com/?q=4.615428 ,101.1032133","Pusat Jagaan Mesra Intan","","30","019-5112242, 05-5412242","2026-05-07T15:25:58.078Z","24.06.2019 - 23.06.2024"
"No. 723, Jalan Dato' Hj. Megat Khas,  Kg. Simee, 31400 Ipoh  31400  Perak","indichew@gmail.com","","4.6154333","A/PJB WT 049/2024","101.1032133","http://maps.google.com/?q=4.6154333 ,101.1032133","Pusat Jagaan Mesra Intan","","30","019-5112242, 05-5412242","2026-05-07T15:25:58.097Z","27.08.2024 - 26.08.2029"
"Lot 32918, Jalan Kelab Golf,  30350 Ipoh  30350 Ipoh Perak","","","4.5922861","A/PJB WE 020/2025","101.1029388","http://maps.google.com/?q=4.5922861, 101.1029388","Pusat Jagaan Mesra Intan Bandaraya","","30","017-5252181","2026-05-07T15:25:58.098Z","20.05.2025 - 19.05.2030"
"No. 106, Jalan Bunga Raya,  Off New Pasir Puteh, 31650 Ipoh  31650  Perak","","","4.5656557","A/PJB WT 056/2024","101.07972","http://maps.google.com/?q=4.5656557 ,101.07972","Pusat Jagaan Mesra Pasir Putih","","30","05-3212135, 018-5755580","2026-05-07T15:25:58.098Z","09.10.2024 - 08.10.2029"
"NO. 2, JLN TENGKU MIRIAM,  86000  Johor","","","1","J/PJB WT 032/2021","578465","http://maps.google.com/?q=1,578465 ,103.866019","PUSAT JAGAAN MIRIAM HOME FOR THE AGED","","30","07-7730580","2026-05-07T15:25:58.098Z","15.06.2021 - 14.06.2026"
"No. 2,Jalan Pengkalan Barat 1,  Taman Kar King Pasir Puteh, 31650 Ipoh  31650 Ipoh Perak","","","4.5585056","A/PJB WE 023/2025","101.0726302","http://maps.google.com/?q=4.5585056, 101.0726302","Pusat Jagaan MJ","","30","016-5570036","2026-05-07T15:25:58.098Z","19.06.2025 - 18.06.2030"
"No. 50, Jalan Berlian, Taman Cempaka,  Bukit Siput, Segamat, Johor  85020  Johor","","","2.4863249","J/PJB WT 022/2022","102.8520619","http://maps.google.com/?q=2.4863249 ,102.8520619","PUSAT JAGAAN MURNI BAHAGIA","","30","012-9728982","2026-05-07T15:25:58.098Z","18.07.2022 - 17.07.2027"
"NO. 6 JALAN RENTAKA  TAMAN SRI TEBRAU  80050  Johor","","","1.48560730126675","J/PJB WT 039/2024","103.77513173837993","http://maps.google.com/?q=1.48560730126675, 103.77513173837993","PUSAT JAGAAN NOLY","","30","012-7181888","2026-05-07T15:25:58.098Z","08.10.2024 - 07.10.2029"
"LOT 842, LORONG DATO' DAGANG HAJI TAHIR, KG. SESAPAN KELUBI 43700 BERANANG SELANGOR  43700  Selangor","","","2.88151","B/PJBWT 014/2023","101.86263","http://maps.google.com/?q=2.88151	 ,101.86263","PUSAT JAGAAN NUR HASANAH","","30","03-87668100","2026-05-07T15:25:58.100Z","04.08.2023 - 03.08.2028"
"No. 27, Persiaran Desa Manjung Point 5, Lorong 5, Lumut   32200  Perak","","","4.2130192","A/PJB WT 014/2023","100.6509308","http://maps.google.com/?q=4.2130192 ,100.6509308","Pusat Jagaan Nur Kasih Abadi","","30","019-4433007","2026-05-07T15:25:58.100Z","02.06.2023 - 01.06.2028"
"JB5790, Jalan JJ4, Taman Jarim Jaya, Jasin,  Melaka  77000   Melaka","","","2.3219033","M/PJB WT 019 / 2022","102.4645981","http://maps.google.com/?q=2.3219033 ,102.4645981","Pusat Jagaan Orang Tua Berkat","","31","06-5296143","2026-05-07T15:26:00.700Z","30.11.2022 - 29.11.2027"
"No. 56, 58, 60, 62, 64 & 66, Jalan Hulubalang 1, Taman Ungku Tun Aminah, 81300 Skudai, Johor Bahru, Johor   81300  Johor","","","1.5110865","J/PJB WT 007/2023","103.6526639","http://maps.google.com/?q=1.5110865 ,103.6526639","PUSAT JAGAAN ORANG TUA CERIA","","31","019-7785491","2026-05-07T15:26:00.700Z","12.01.2023 - 11.01.2028"
"No. 942, Jalan Sri Putri 2/14, Taman Sri Putri, 81000 Kulai, Johor.   81000  Johor","","","1.6565469","J/PJB WT 10/2024","103.5723798","http://maps.google.com/?q=1.6565469 ,103.5723798","PUSAT JAGAAN ORANG TUA EN TECK","","31","016-7228437","2026-05-07T15:26:00.700Z","22.01.2024 - 21.01.2029"
"No 44, 46, 48, 50 Lorong Alma Jaya 11 Taman Alma Jaya 14000 Bukit Mertajam Pulau Pinang","","","5.323324","P/PJB WT 013/2025","100.477430","http://maps.google.com/?q=5.323324 ,100.477430","Pusat Jagaan Orang Tua Gemilang Riang","","31","0164303638","2026-05-07T15:26:00.700Z","02.07.2025 - 01.07.2030"
"A 1380 & A 1382 Jalan Alor Akar     25200  Pahang","","","3.818354","C/P JB WE 021/2021","103.340780","http://maps.google.com/?q=3.818354 ,103.340780","PUSAT JAGAAN ORANG TUA GRANNIES (CAWANGAN)","","31","013-9601452","2026-05-07T15:26:00.700Z","19.11.2021 - 18.11.2026"
"NO 8  LORONG SERI KUANTAN 67 JALAN ALOR AKAR 25250 KUANTAN Pahang","","","3.869081982696393","C/PJBWE022/2021","103.32930898105866","http://maps.google.com/?q=3.869081982696393, 103.32930898105866","PUSAT JAGAAN ORANG TUA GRANNIES (CAWANGAN)","","31","","2026-05-07T15:26:00.701Z","19.11.2021 - 18.11.2026"
"NO. 55, LORONG MERANTI 2/4,  TAMAN MERANTI, Kulim 09000 Kulim Kedah","","","5.3610498","K/PJB WT 09/2023","100.537202","http://maps.google.com/?q=5.3610498 ,100.537202","PUSAT JAGAAN ORANG TUA JIREH","","31","044952676","2026-05-07T15:26:00.701Z","16.06.2023 - 15.06.2028"
"LOT 527, JALAN PERMAI 24, KAMPUNG TASIK PERMAI, 68000 AMPANG, SELANGOR    68000  Selangor","","","3.1252046","B/PJB WT 008/2024","101.7776658","http://maps.google.com/?q=3.1252046	 ,101.7776658","PUSAT JAGAAN ORANG TUA LOK LENG","","31","012-3026583","2026-05-07T15:26:00.702Z","08.05.2024 - 07.05.2029"
"No. 33-3, Jalan Arab, Lorong Hawai, 84000 Muar, Johor.   84000  Johor","","","2.0449209","J/PJB WT 001/2023","102.5681685","http://maps.google.com/?q=2.0449209 ,102.5681685","PUSAT JAGAAN ORANG TUA MAK SWEE","","31","016-6383727","2026-05-07T15:26:00.703Z","02.01.2023 - 01.01.2028"
"No 1-J Jalan Pantai Molek Tanjung Tokong  10450 Georgetown Pulau Pinang","","","5.44739","P/PJB WT053/2021","100.30576","http://maps.google.com/?q=5.44739 ,100.30576","Pusat Jagaan Orang Tua Pantai","","31","048909186","2026-05-07T15:26:00.703Z","06.01.2022 - 05.01.2027"
"NO. 105, JALAN MELUR 11, TAMAN MELUR  68000 AMPANG, SELANGOR   68000  Selangor","","","3.1187947","B/PJBWT 007/2022","101.7701403","http://maps.google.com/?q=3.1187947 ,101.7701403","PUSAT JAGAAN ORANG TUA POH LINK","","32","03-42875989/016-3016889","2026-05-07T15:26:04.615Z","12.05.2022 - 11.05.2027"
"NO. 1086 JALAN JATI 5/2 TAMAN DESA PERMAI 73000 Tampin Negeri Sembilan","KHTeon@gmail.com","","2.510184","N/PJB WE 09/2024","102.261057","http://maps.google.com/?q=2.510184 ,102.261057","PUSAT JAGAAN ORANG TUA TAMPIN","","32","012-6016308","2026-05-07T15:26:04.616Z","22.03.2024 - 21.03.2029"
"NO.2750, TAMAN S.E.A, JALAN TAMPIN LAMA,    70100 Seremban Negeri Sembilan","","","2.70019","N/PJH WT 04/2021","101.96932","http://maps.google.com/?q=2.70019 ,101.96932","PUSAT JAGAAN ORANG TUA WENG DA","","32","019-3628717","2026-05-07T15:26:04.616Z","05.05.2021 - 04.05.2026"
"No. 4, Jalan Rapat Jaya, Kampung Sungai Rapat Tambahan,  Ipoh,  31350  Perak","","","4.5703564","A/PJB WT 034/2018","101.109522","http://maps.google.com/?q=4.5703564 ,101.109522","Pusat Jagaan Orang-Orang Tua Ikhtiar Selesa Villa","","32","05-3212799, 05-3122324","2026-05-07T15:26:04.616Z","13.08.2018 - 12.08.2023"
"No. 4, Jalan Rapat Jaya, Kg. Sungai Rapat Tambahan,  Ipoh,  31350   Perak","","","4.570203","A/PJB WT 032/2023","101.1090187","http://maps.google.com/?q=4.570203 ,101.1090187","Pusat Jagaan Orang-Orang Tua Ikhtiar Selesa Villa","","32","016-5919377, 05-3122324","2026-05-07T15:26:04.616Z","07.09.2023 - 06.09.2028"
"No. 11, Hala Pegoh 2,   RPT Pengkalan Pegoh Seberang, 31500 Lahat 31500  Perak","","","4.5361234","A/PJB WT 007/2024","101.0759196","http://maps.google.com/?q=4.5361234 ,101.0759196","Pusat Jagaan Papa Mama","","32","016-5951750, 05-3233506","2026-05-07T15:26:04.617Z","30.01.2024 - 29.01.2029"
"NO. 20, JALAN KAMPUNG BARU TAMAN PERKASA  86000  Johor","","07-7720889","2.0544902376980985","J/PJB WT 25/2024","103.35193388345441","http://maps.google.com/?q=2.0544902376980985 ,103.35193388345441","PUSAT JAGAAN PAWANA SUTERA","","32","017-7353854","2026-05-07T15:26:04.617Z","15.05.2024 - 14.05.2029"
"PUSAT AKTIVITI WARGA EMAS BENONI JALAN MASJID ASSALAM KG BENONI, JALAN MASJID  89607 PAPAR Sabah","pawebenoni@gmail.com","","5.683788487850646","S/PJH WE/01-2026","115.92368850785903","http://maps.google.com/?q=5.683788487850646, 115.92368850785903","PUSAT JAGAAN PAWE BENONI","","32","088904630","2026-05-07T15:26:04.618Z","17.03.2026 - 16.03.2031"
"RUMAH JKR NO. 4947   89600 PAPAR Sabah","pawepapar@yahoo.com","","5.735937296266572","S/PJH WE/02-2026","115.92966958028627","http://maps.google.com/?q=5.735937296266572, 115.92966958028627","PUSAT JAGAAN PAWE PAPAR","","32","0168258133","2026-05-07T15:26:04.618Z","17.03.2026 - 16.03.2031"
"820, JALAN BPJ 3/15, BANDAR PUTERI JAYA, 08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI Kedah","","","","K/PJB WE004/2025","","","PUSAT JAGAAN PERSATUAN KEBAJIKAN BUDDHIST THAN HSIANG KEDAH","","32","019-4429023","2026-05-07T15:26:04.619Z","18.03.2025 - 17.03.2030"
"820, JALAN BPJ 3/15, BANDAR PUTERI JAYA,   08000 SUNGAI PETANI Kedah","","","5.6526744","K/PJB WE004/2025","100.2891808","http://maps.google.com/?q=5.6526744,100.2891808","PUSAT JAGAAN PERSATUAN KEBAJIKAN BUDDHIST THAN HSIANG KEDAH","","33","019-4429023","2026-05-07T15:26:07.883Z","18.03.2025 - 17.03.2030"
"NO. 1, JALAN SS 1/2, KAMPUNG TUNKU, 47300 PETALING JAYA, SELANGOR    47300  Selangor","","","3.0926","B/PJB WT 024/2023","101.62043","http://maps.google.com/?q=3.0926	 ,101.62043","PUSAT JAGAAN PERSATUAN KEBAJIKAN ORANG-ORANG TUA BAHAGIA SELANGOR","","33","03-78656855/012-6228898","2026-05-07T15:26:07.883Z","15.12.2023 - 14.12.2028"
"56, Jalan Thomas Gelugor  11600 Georgetown Pulau Pinang","","","5.38323","P/PJB 018/2024","100.310603","http://maps.google.com/?q=5.38323 ,100.310603","Pusat Jagaan Persatuan Kebajikan Warga Emas Harmoni Pulau Pinang","","33","0103969681","2026-05-07T15:26:07.883Z","31.07.2024 - 30.07.2029"
"LOT 4162, MUKIM MUAR,    84000  MUAR Johor","","","","J/PJBWE085/2025","","","PUSAT JAGAAN PERSATUAN KEBAJIKAN WARGA EMAS PERMATA (YAN XIN YUAN) MUAR JOHOR","","33","016-6832387","2026-05-07T15:26:07.883Z","14.11.2025 - 13.11.2030"
"No 1110 &  1111, Jalan Bagan Lalang Butterworth 13400 Butterworth Pulau Pinang","","","5.44216","P/PJB WT 009/2022","100.39749","http://maps.google.com/?q=5.44216 ,100.39749","Pusat Jagaan Persatuan Mengurus Kebajikan Orang Tua Xin Fu","","33","0124604022","2026-05-07T15:26:07.883Z","22.03.2022 - 21.03.2027"
"NO 3,5,7 & 9, JLN SILAT SINDING 9, BDR SELESA JAYA,   81300 SKUDAI Johor","","","1.491027577373062","J/PJBWE 029/2025","103.63204758071012","http://maps.google.com/?q=1.491027577373062, 103.63204758071012","PUSAT JAGAAN PERSATUAN PENJAGAAN KEBAJIKAN SHERUN","","33","012-7402499","2026-05-07T15:26:07.884Z","14.02.2025 - 13.02.2030"
"NO. 57 LORONG BENDAHARA 3/KS7, TAMAN SEJATI, 41200 KLANG, SELANGOR   41200  Selangor","","","3.01178","B/PJBWT 001/2022","101.468529","http://maps.google.com/?q=3.01178 ,101.468529","PUSAT JAGAAN PERSATUAN RUMAH WARGA EMAS KLANG, SELANGOR","","33","016-6874879/012-6277673","2026-05-07T15:26:07.884Z","05.01.2022 - 04.01.2027"
"NO. 2 &2A, JALAN WANGSA 3/4, TAMAN WANGSA PERMAI, 52200 KUALA LUMPUR   52200  Selangor","","","3.212204","B/PJBWT 008/2023","101.608793","http://maps.google.com/?q=3.212204	 ,101.608793","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (1)","","33","03-67345839/012-6990893","2026-05-07T15:26:07.884Z","05.05.2023 - 04.05.2028"
"NO. 194, JALAN D/A 2, KAMPUNG DESA AMAN 47000 SUNGAI BULOH, SELANGOR   47000  Selangor","","","3.208325","B/PJBWT 009/2023","101.5946062","http://maps.google.com/?q=3.208325,	 ,101.5946062","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (2)","","33","012-6990893/019-6990893","2026-05-07T15:26:07.885Z","05.05.2023 - 04.05.2028"
"NO. 52, JALAN 36, TAMAN DESA JAYA, 52100 KEPONG, KUALA LUMPUR   52100  Selangor","","","3.21574935","B/PJB WT 015/2023","101.6240512","http://maps.google.com/?q=3.21574935	 ,101.6240512","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (4)","","33","012-6990893","2026-05-07T15:26:07.885Z","18.09.2023 - 17.09.2028"
"LOT 1021, KAMPUNG BARU, BANDAR MENTAKAB,   28400 MENTAKAB Pahang","","","3.489170921764007","C/PJBWE012/2024","102.35407332439593","http://maps.google.com/?q=3.489170921764007, 102.35407332439593","PUSAT JAGAAN PERTUBUHAN KEBAJIKAN KG BARU MENTAKAB","","34","0169221363","2026-05-07T15:26:10.359Z","13.11.2024 - 12.11.2029"
