title,slug,url,area,phone,website,pricing_display,shared_price,private_price,care_types,services,religion,languages,subsidy,wheelchair,rating,review_count,latitude,longitude,google_maps_url,last_updated,halal,ownership_type,licence_number,whatsapp,facebook,care_nursing,care_dementia,care_palliative,care_rehab,care_respite,care_assisted,rn_24_7,doctor_visits,nurse_ratio_day,nurse_ratio_night,medical_physio,medical_ot,medical_wound,medical_peg,medical_dementia_unit,medical_dialysis,medical_oxygen,medical_meds,total_beds,availability,four_bed_price,dorm_price,visiting_hours,parking,editorial_summary,hero_image,photos,photo_count,state,status,care_category,service_type,license_category,license_number,license_verification_date,license_expiry,license_expiry_warning,acuity_level,nurse_in_charge,doctor_visit_frequency,pricing_model,hidden_costs,sg_transfer_ready,verification_tier,last_verified_on,verified_by,evidence_ref,outreach_status,outreach_last_attempt,outreach_notes,tier_2_review_pending,deactivation_reason,remarks,screened_date,screened_by
PUSAT JAGAAN LAMAN KASIH BUDI,pusat-jagaan-laman-kasih-budi,,,+60136865715,,,,,Elderly Care,,,,,,,,5.3076685,103.142143,"http://maps.google.com/?q=5.3076685,103.142143",2026-05-07,,,T/PJ H WE 003/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terengganu,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN LOVE & CARE KAJANG 2,pusat-jagaan-love-care-kajang-2,,,+603873338075,,,,,Elderly Care,,,,,,,,2.9901637,101.8123588,"http://maps.google.com/?q=2.9901637,	 ,101.8123588",2026-05-07,,,B/PJB WT 022/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Loving Care Home,pusat-jagaan-loving-care-home,,,+60122325458,,,,,Elderly Care,,,,,,,,5.6496885,100.4904045,"http://maps.google.com/?q=5.6496885 ,100.4904045",2026-05-07,,,K/PJB WT 07/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN LUCKY CARE HOME,pusat-jagaan-lucky-care-home,,,+60139217494,,,,,Elderly Care,,,,,,,,3.803826984609676,103.3175129818869,"http://maps.google.com/?q=3.803826984609676, 103.3175129818869",2026-05-07,,,C/PJBWE028/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN LUTHERAN CARE HOME,pusat-jagaan-lutheran-care-home,,,+60102962932,,,,,Elderly Care,,,,,,,,3.637528115775103,101.89397102299978,"http://maps.google.com/?q=3.637528115775103, 101.89397102299978",2026-05-07,,,C/PJBWE003/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mahligai Kasih Juju Sdn. Bhd.,pusat-jagaan-mahligai-kasih-juju-sdn-bhd,,,+60183714559,,,,,Elderly Care,,,,,,,,,,"http://maps.google.com/?q= 2.2203639	 ,102.264247",2026-05-07,,,M/PJB WT 005 / 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mahligai Kasih Juju Sdn. Bhd.,pusat-jagaan-mahligai-kasih-juju-sdn-bhd,,,+60183714559,,,,,Elderly Care,,,,,,,,2.2233501,102.2442206,"http://maps.google.com/?q=2.2233501 ,102.2442206",2026-05-07,,,M/PJB WT 003 / 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN MAK SWEE (CAWANGAN 1),pusat-jagaan-mak-swee-cawangan-1,,,+60166383727,,,,,Elderly Care,,,,,,,,2.067877556767077,102.56925868439716,"http://maps.google.com/?q=2.067877556767077, 102.56925868439716",2026-05-07,,,J/PJBWT021/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mesra Intan,pusat-jagaan-mesra-intan,,,+60195112242,,,,,Elderly Care,,,,,,,,4.615428,101.1032133,"http://maps.google.com/?q=4.615428 ,101.1032133",2026-05-07,,,A/PJB WT 015/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mesra Intan,pusat-jagaan-mesra-intan,,,+60195112242,,,,,Elderly Care,,,,,,,,4.6154333,101.1032133,"http://maps.google.com/?q=4.6154333 ,101.1032133",2026-05-07,,,A/PJB WT 049/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mesra Intan Bandaraya,pusat-jagaan-mesra-intan-bandaraya,,,+60175252181,,,,,Elderly Care,,,,,,,,4.5922861,101.1029388,"http://maps.google.com/?q=4.5922861, 101.1029388",2026-05-07,,,A/PJB WE 020/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Mesra Pasir Putih,pusat-jagaan-mesra-pasir-putih,,,+6053212135,,,,,Elderly Care,,,,,,,,4.5656557,101.07972,"http://maps.google.com/?q=4.5656557 ,101.07972",2026-05-07,,,A/PJB WT 056/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN NOLY,pusat-jagaan-noly,,,+60127181888,,,,,Elderly Care,,,,,,,,1.48560730126675,103.77513173837993,"http://maps.google.com/?q=1.48560730126675, 103.77513173837993",2026-05-07,,,J/PJB WT 039/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Nur Kasih Abadi,pusat-jagaan-nur-kasih-abadi,,,+60194433007,,,,,Elderly Care,,,,,,,,4.2130192,100.6509308,"http://maps.google.com/?q=4.2130192 ,100.6509308",2026-05-07,,,A/PJB WT 014/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Orang Tua Berkat,pusat-jagaan-orang-tua-berkat,,,+6065296143,,,,,Elderly Care,,,,,,,,2.3219033,102.4645981,"http://maps.google.com/?q=2.3219033 ,102.4645981",2026-05-07,,,M/PJB WT 019 / 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaka,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA EN TECK,pusat-jagaan-orang-tua-en-teck,,,+60167228437,,,,,Elderly Care,,,,,,,,1.6565469,103.5723798,"http://maps.google.com/?q=1.6565469 ,103.5723798",2026-05-07,,,J/PJB WT 10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Orang Tua Gemilang Riang,pusat-jagaan-orang-tua-gemilang-riang,,,+60164303638,,,,,Elderly Care,,,,,,,,5.323324,100.477430,"http://maps.google.com/?q=5.323324 ,100.477430",2026-05-07,,,P/PJB WT 013/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA GRANNIES (CAWANGAN),pusat-jagaan-orang-tua-grannies-cawangan,,,+60139601452,,,,,Elderly Care,,,,,,,,3.818354,103.340780,"http://maps.google.com/?q=3.818354 ,103.340780",2026-05-07,,,C/P JB WE 021/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA GRANNIES (CAWANGAN),pusat-jagaan-orang-tua-grannies-cawangan,,,,,,,,Elderly Care,,,,,,,,3.869081982696393,103.32930898105866,"http://maps.google.com/?q=3.869081982696393, 103.32930898105866",2026-05-07,,,C/PJBWE022/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA LOK LENG,pusat-jagaan-orang-tua-lok-leng,,,+60123026583,,,,,Elderly Care,,,,,,,,3.1252046,101.7776658,"http://maps.google.com/?q=3.1252046	 ,101.7776658",2026-05-07,,,B/PJB WT 008/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA MAK SWEE,pusat-jagaan-orang-tua-mak-swee,,,+60166383727,,,,,Elderly Care,,,,,,,,2.0449209,102.5681685,"http://maps.google.com/?q=2.0449209 ,102.5681685",2026-05-07,,,J/PJB WT 001/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN ORANG TUA POH LINK,pusat-jagaan-orang-tua-poh-link,,,+60342875989,,,,,Elderly Care,,,,,,,,3.1187947,101.7701403,"http://maps.google.com/?q=3.1187947 ,101.7701403",2026-05-07,,,B/PJBWT 007/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Orang-Orang Tua Ikhtiar Selesa Villa,pusat-jagaan-orang-orang-tua-ikhtiar-selesa-villa,,,+6053212799,,,,,Elderly Care,,,,,,,,4.5703564,101.109522,"http://maps.google.com/?q=4.5703564 ,101.109522",2026-05-07,,,A/PJB WT 034/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Orang-Orang Tua Ikhtiar Selesa Villa,pusat-jagaan-orang-orang-tua-ikhtiar-selesa-villa,,,+60165919377,,,,,Elderly Care,,,,,,,,4.570203,101.1090187,"http://maps.google.com/?q=4.570203 ,101.1090187",2026-05-07,,,A/PJB WT 032/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Papa Mama,pusat-jagaan-papa-mama,,,+60165951750,,,,,Elderly Care,,,,,,,,4.5361234,101.0759196,"http://maps.google.com/?q=4.5361234 ,101.0759196",2026-05-07,,,A/PJB WT 007/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PAWE BENONI,pusat-jagaan-pawe-benoni,,,+6088904630,,,,,Elderly Care,,,,,,,,5.683788487850646,115.92368850785903,"http://maps.google.com/?q=5.683788487850646, 115.92368850785903",2026-05-07,,,S/PJH WE/01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PAWE PAPAR,pusat-jagaan-pawe-papar,,,+60168258133,,,,,Elderly Care,,,,,,,,5.735937296266572,115.92966958028627,"http://maps.google.com/?q=5.735937296266572, 115.92966958028627",2026-05-07,,,S/PJH WE/02-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERSATUAN KEBAJIKAN BUDDHIST THAN HSIANG KEDAH,pusat-jagaan-persatuan-kebajikan-buddhist-than-hsi,,,+60194429023,,,,,Elderly Care,,,,,,,,,,,2026-05-07,,,K/PJB WE004/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERSATUAN KEBAJIKAN BUDDHIST THAN HSIANG KEDAH,pusat-jagaan-persatuan-kebajikan-buddhist-than-hsi,,,+60194429023,,,,,Elderly Care,,,,,,,,5.6526744,100.2891808,"http://maps.google.com/?q=5.6526744,100.2891808",2026-05-07,,,K/PJB WE004/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERSATUAN KEBAJIKAN ORANG-ORANG TUA BAHAGIA SELANGOR,pusat-jagaan-persatuan-kebajikan-orang-orang-tua-b,,,+60378656855,,,,,Elderly Care,,,,,,,,3.0926,101.62043,"http://maps.google.com/?q=3.0926	 ,101.62043",2026-05-07,,,B/PJB WT 024/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERSATUAN KEBAJIKAN WARGA EMAS PERMATA (YAN XIN YUAN) MUAR JOHOR,pusat-jagaan-persatuan-kebajikan-warga-emas-permat,,,+60166832387,,,,,Elderly Care,,,,,,,,,,,2026-05-07,,,J/PJBWE085/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Persatuan Mengurus Kebajikan Orang Tua Xin Fu,pusat-jagaan-persatuan-mengurus-kebajikan-orang-tu,,,+60124604022,,,,,Elderly Care,,,,,,,,5.44216,100.39749,"http://maps.google.com/?q=5.44216 ,100.39749",2026-05-07,,,P/PJB WT 009/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERSATUAN PENJAGAAN KEBAJIKAN SHERUN,pusat-jagaan-persatuan-penjagaan-kebajikan-sherun,,,+60127402499,,,,,Elderly Care,,,,,,,,1.491027577373062,103.63204758071012,"http://maps.google.com/?q=1.491027577373062, 103.63204758071012",2026-05-07,,,J/PJBWE 029/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
"PUSAT JAGAAN PERSATUAN RUMAH WARGA EMAS KLANG, SELANGOR",pusat-jagaan-persatuan-rumah-warga-emas-klang-sela,,,+60166874879,,,,,Elderly Care,,,,,,,,3.01178,101.468529,"http://maps.google.com/?q=3.01178 ,101.468529",2026-05-07,,,B/PJBWT 001/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (1),pusat-jagaan-pertubuhan-kebajikan-chester-selangor,,,+60367345839,,,,,Elderly Care,,,,,,,,3.212204,101.608793,"http://maps.google.com/?q=3.212204	 ,101.608793",2026-05-07,,,B/PJBWT 008/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Lumpur,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (2),pusat-jagaan-pertubuhan-kebajikan-chester-selangor,,,+60126990893,,,,,Elderly Care,,,,,,,,3.208325,101.5946062,"http://maps.google.com/?q=3.208325,	 ,101.5946062",2026-05-07,,,B/PJBWT 009/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN CHESTER SELANGOR (4),pusat-jagaan-pertubuhan-kebajikan-chester-selangor,,,+60126990893,,,,,Elderly Care,,,,,,,,3.21574935,101.6240512,"http://maps.google.com/?q=3.21574935	 ,101.6240512",2026-05-07,,,B/PJB WT 015/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuala Lumpur,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN KG BARU MENTAKAB,pusat-jagaan-pertubuhan-kebajikan-kg-baru-mentakab,,,+60169221363,,,,,Elderly Care,,,,,,,,3.489170921764007,102.35407332439593,"http://maps.google.com/?q=3.489170921764007, 102.35407332439593",2026-05-07,,,C/PJBWE012/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN PUSAT AKTIVITI WARGA EMAS (PAWE) KAWANKU BANDAR MERSING,pusat-jagaan-pertubuhan-kebajikan-pusat-aktiviti-w,,,+60177515033,,,,,Elderly Care,,,,,,,,2.4190913509472973,103.84600913307624,"http://maps.google.com/?q=2.4190913509472973, 103.84600913307624",2026-05-07,,,J/PJHWT018/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Pertubuhan Kebajikan Rumah Orang-Orang Tua (Islam) Titian Abadi,pusat-jagaan-pertubuhan-kebajikan-rumah-orang-oran,,,+60134793223,,,,,Elderly Care,,,,,,,,4.5133126,101.05506,"http://maps.google.com/?q=4.5133126 ,101.05506",2026-05-07,,,A/PJB WT 008/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Pertubuhan Kebajikan Warga Emas Emmanuel Larut Matang dan Selama Perak,pusat-jagaan-pertubuhan-kebajikan-warga-emas-emman,,,+60175191924,,,,,Elderly Care,,,,,,,,4.836902,100.730728,"http://maps.google.com/?q=4.836902	 ,100.730728",2026-05-07,,,A/PJB WT 024/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN WARGA EMAS XIANG AN KUANTAN PAHANG,pusat-jagaan-pertubuhan-kebajikan-warga-emas-xiang,,,+60199851436,,,,,Elderly Care,,,,,,,,3.7616124041362093,103.21931262385827,"http://maps.google.com/?q=3.7616124041362093 ,103.21931262385827",2026-05-07,,,C/P JB WE 006/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN PERTUBUHAN KEBAJIKAN WARGA TUA NURUL SAADAH,pusat-jagaan-pertubuhan-kebajikan-warga-tua-nurul-,,,+601136397531,,,,,Elderly Care,,,,,,,,5.654982,102.628013,"http://maps.google.com/?q=5.654982 ,102.628013",2026-05-07,,,T/PJB WT 010/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terengganu,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
"Pusat Jagaan Pertubuhan Pengurusan Rumah Warga Tua ""Anning"" Ipoh, Perak",pusat-jagaan-pertubuhan-pengurusan-rumah-warga-tua,,,+60125201160,,,,,Elderly Care,,,,,,,,4.5885493,101.1376843,"http://maps.google.com/?q=4.5885493 ,101.1376843",2026-05-07,,,A/PJB WT 002/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Pertubuhan Wa Khiew Yi Shea,pusat-jagaan-pertubuhan-wa-khiew-yi-shea,,,+60165231388,,,,,Elderly Care,,,,,,,,4.49049,101.04145,"http://maps.google.com/?q=4.49049, 101.04145",2026-05-07,,,A/PJB WT 068/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Qaseh Murni,pusat-jagaan-qaseh-murni,,,+60125056449,,,,,Elderly Care,,,,,,,,,,,2026-05-07,,,A/PJB WE 012/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RAMYA BALAN,pusat-jagaan-ramya-balan,,,+60102357446,,,,,Elderly Care,,,,,,,,2.007294,102.602273,"http://maps.google.com/?q=2.007294 ,102.602273",2026-05-07,,,J/PJB WT 011/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rapat,pusat-jagaan-rapat,,,+60165561360,,,,,Elderly Care,,,,,,,,4.5675603,101.1196195,"http://maps.google.com/?q=4.5675603 ,101.1196195",2026-05-07,,,A/PJB WT 018/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS LELAKI/ BERPENYAKIT),pusat-jagaan-rumah-mentari-warga-emas-lelaki-berpe,,,+60194264381,,,,,Elderly Care,,,,,,,,5.7394407,99.822482,"http://maps.google.com/?q=5.7394407,99.822482",2026-05-07,,,K/PJH KK007/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS LELAKI/BERPENYAKIT),pusat-jagaan-rumah-mentari-warga-emas-lelakiberpen,,,+6044931033,,,,,Elderly Care,,,,,,,,5.360589,100.550291,"http://maps.google.com/?q=5.360589 ,100.550291",2026-05-07,,,K/PJB WT 007/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH MENTARI (WARGA EMAS WANITA),pusat-jagaan-rumah-mentari-warga-emas-wanita,,,+60194264381,,,,,Elderly Care,,,,,,,,5.362110,100.550072,"http://maps.google.com/?q=5.362110 ,100.550072",2026-05-07,,,K/PJB WT 015/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH ORANG TUA BUKIT BETHEL(BETHEL HILL OLD FOLKS HOME),pusat-jagaan-rumah-orang-tua-bukit-bethelbethel-hi,,,+60194771119,,,,,Elderly Care,,,,,,,,6.1865984,100.3814912,"http://maps.google.com/?q=6.1865984,100.3814912",2026-05-07,,,K/PJH KK030/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedah,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH ORANG TUA GABUNGAN PERSATUAN-PERSATUAN TIONGHUA KUANTAN,pusat-jagaan-rumah-orang-tua-gabungan-persatuan-pe,,,+60148479083,,,,,Elderly Care,,,,,,,,3.81846,103.31581,"http://maps.google.com/?q=3.81846 ,103.31581",2026-05-07,,,C/P JB WE 013/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Orang Tua Jubli Perak,pusat-jagaan-rumah-orang-tua-jubli-perak,,,+60124808292,,,,,Elderly Care,,,,,,,,5.341719,100.298114,"http://maps.google.com/?q=5.341719  ,100.298114",2026-05-07,,,P/PJB WT 016/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH ORANG TUA SERI KEMBANGAN,pusat-jagaan-rumah-orang-tua-seri-kembangan,,,+60163947296,,,,,Elderly Care,,,,,,,,3.01892,101.70332,http://maps.google.com/?q=3.01892	101.70332,2026-05-07,,,B/PJB WT 007/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Orang-Orang Tua (PKK) Simee,pusat-jagaan-rumah-orang-orang-tua-pkk-simee,,,+6055452449,,,,,Elderly Care,,,,,,,,4.5893214,101.0562268,"http://maps.google.com/?q=4.5893214 ,101.0562268",2026-05-07,,,A/PJB WT 046/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH ORANG-ORANG TUA SERI SETIA,pusat-jagaan-rumah-orang-orang-tua-seri-setia,,,+60378769233,,,,,Elderly Care,,,,,,,,3.08948,101.6195,"http://maps.google.com/?q=3.08948 ,101.6195",2026-05-07,,,B/PJBWT 003/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selangor,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH SEJAHTERA BATU BERTANGKUP,pusat-jagaan-rumah-sejahtera-batu-bertangkup,,,+60145644937,,,,,Elderly Care,,,,,,,,6.5069437,100.1892187,"http://maps.google.com/?q=6.5069437 ,100.1892187,1",2026-05-07,,,R/PJB WT 010/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perlis,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Sejahtera Bentong,pusat-jagaan-rumah-sejahtera-bentong,,,+6092234845,,,,,Elderly Care,,,,,,,,3.5520114704751755,101.89737165728523,"http://maps.google.com/?q=3.5520114704751755 ,101.89737165728523",2026-05-07,,,C/PJB WE 010/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahang,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Sejahtera Gopeng,pusat-jagaan-rumah-sejahtera-gopeng,,,+60125896315,,,,,Elderly Care,,,,,,,,4.4735666,101.1656603,"http://maps.google.com/?q=4.4735666 ,101.1656603",2026-05-07,,,A/PJB WT 028/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Sejahtera Jelapang,pusat-jagaan-rumah-sejahtera-jelapang,,,+6055262209,,,,,Elderly Care,,,,,,,,4.6405954,101.0564616,"http://maps.google.com/?q=4.6405954 ,101.0564616",2026-05-07,,,A/PJB WT 008/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH SEJAHTERA JIMAH,pusat-jagaan-rumah-sejahtera-jimah,,,+60193403004,,,,,Elderly Care,,,,,,,,0,0,"http://maps.google.com/?q=0 ,0",2026-05-07,,,N/ PJB WT 07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negeri Sembilan,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
PUSAT JAGAAN RUMAH SEJAHTERA KAKI BUKIT,pusat-jagaan-rumah-sejahtera-kaki-bukit,,,+60123318421,,,,,Elderly Care,,,,,,,,6.655569,100.224070,"http://maps.google.com/?q=6.655569 ,100.224070",2026-05-07,,,R/PJB WT 004 /2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perlis,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Sejahtera Langkap,pusat-jagaan-rumah-sejahtera-langkap,,,+60125509653,,,,,Elderly Care,,,,,,,,4.6901037,100.8725356,"http://maps.google.com/?q=4.6901037 ,100.8725356",2026-05-07,,,A/PJB WT 035/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
Pusat Jagaan Rumah Sejahtera Mambang Diawan,pusat-jagaan-rumah-sejahtera-mambang-diawan,,,+60165447877,,,,,Elderly Care,,,,,,,,4.2696538,101.1469713,"http://maps.google.com/?q=4.2696538 ,101.1469713",2026-05-07,,,A/PJB WT 027/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perak,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
